id,post_text
661,"السلام علیکم
امید ہے کہ آپ خیریت سے ہونگے
میرے چیلنج کو 21 دن مکمل ہوگئے ہیں سب درست جارہا ہے بہتری بھی ہے لیکن ایک مسئلہ ہے کہ چیلنج سے پہلے مجھے 4 4 مہینے میں ایک بار احتلام ہوتا تھا کبھی کبھی یعنی بہت کم لیکن اب ہفتے میں دو بار ہوجاتا ہے اتنا فرق کیوں ہے اور کیا یہ نقصان دہ تو نہیں مکمل رہنمائی فرمائیں نعمان بھائی شکریہ"
662,Is porn addiction ne to mujhe tabah kardiya hai 11 years hogaye hai is aadat mai kia 90 days mai recover hojauga pehle bhi 52 days ka challenge kia tha lekin uske baad dubara hath pr control nhi
663,Agar app ladkio wali reels neembarhana videos soft porn nhi choray ge tab tak challenge ka koi faida nhi milay ga apko aur has is se challenge be kabi complete nhi hoga porn chorh dena kafi nhi hota sath me Fazool reels dekh na model dekh sab band krna hoga
664,"Let's welcome our new members:
( اہم گروپ رولز ) جن پر عمل کرنا انتہائی ضروری ہے۔
1) کوئی بھی ممبر کسی بھی پوسٹس یا کمنٹ پر ھنسی 
 اور اینگری 
 والی ایموجی نہیں لگائے گا۔ 
2) کوئی بھی ممبر کسی کو بھی ان باکس نہیں بلائے گا  
3)گروپ میں کسی بھی قسم کی میڈیسن دوائیاں ،نسخے تجویز کرنا سختی سے منع ہے ۔ 
رولز کی خلاف ورزی کرنے کی صورت میں گروپ سے ہٹا دیا جائے گا ۔  جزاک اللہ خیرا 
Sialkot Munda,
Sana Jaan
,
Zohaib Bull
,
Zain Ahmed
,
Sobia Jan,
احـســانـ الـلـہ اعــــوانـ
,
Azeem Khan
,
Toufeeq Khan
,
Punjabi Jutti,
Muhammad Nouman Ahmad
,
Muhammad Ali
,
Mooni Malik
,
Ali Shah Hashmi
,
شعیب کنول
,
Ali Khan,
Abdul Islam
,
Mohsin Mohsin
,
Mubshar Ali
,
چوہدری کاشف نسیم
,
Tousee Tafe
,
Pagli Rani,
Ayesha Butt
,
Khumair Jediya
,
Callofwild Lab
,
Engr Tahir
,
Rashid Malik
,
Amjad Khan
,
محمدنسیم اسحاقزی
,
Mirza Mohsin
,
Malik Waleed
,
Malik Javed
,
Muhammad Talha
,
Arsal Hakeem
,
Hina Mehar
,
Zeeshan Malik
,
M Hafeez
,
Syed Farhan
,
Ishaq Saqi
,
Mshafiq Rjpoot
,
Hina Khan
,
Muneeb X Y T
,
Osama Farooq
,
Zaid Malik
,
Salamat Ali
,
Sahil Rajpoot
,
Ali Haider
,
Ahs AbuHurrarasheikh
,
سردار ملک بالاج اعوان
,
Khalid Mehmood
,
ذہنی مریض
,
Sba Raja
,
Obii Mughal
,
Gufran Junaid
,
Faisal Khaliq
,
لبیک والے درویش
,
Zia Ur Rahman
,
Munshi Imran
,
Honey Khanl
,
Rajpoot Rajpoot
,
Islamabad Therapists
,
Zaib Ali Ali
,
Zakriya Malik
,
لبیک نیوز ڈیجیٹل
,
Muhammad Younis Mukkdum
,
Ch Nauman Haider
,
Bilal Khan
,
Muhammad Majid
,
Yasir Nawaz
,
Noor Fatima,
Naqeeb Khan
,
Sohail Wali
,
Sahir Khan
,
Muhammad Huzaifa Umar
,
Danger Pthan
,
Shoaib Abbasi
,
Adiyah H
,
Bilal Bn
,
Muhammad Rashid
,
پياس علي سولنگي,
Shyukh Osman
,
Rana Shahbaz Shahbaz
,
Malak Adraas Khan
,
MAlik Zameer Rongha
,
Waseem Rajpoot
,
Muhammad Hussain
,
عبد الغنی
,
Zalim Chaudhry
,
Ali Raza Khan Pahore
,
Basit Ali
,
Ahmad Ali
,
Farman Ali
,
Zamir Ul Hassan
,
Lucky Amin
,
Iffi Khan
,
Noor Wahab
,
Rana Adnan
,
Ch Huraira
,
Saira Jan
,
Ch Saqib Gujjar
,
Farooq Saleem
 See less"
665,میں نے 73 دنوں کا چیلنج توڑ دیا ضائع کر دیا کل رات برداشت نہ کر سکا اور میں نے چیلنج دیا ان دنوں میں جو کچھ مجھ میں تبدیلیاں ائی ہیں کیا وہ میری ضائع ہوگی یا نہیں رہنمائی فرما ئیں
666,السلام علیکم یہ دو ٹیسٹ ہے یہ تھوڑا چیک کرو یہ نارمل ہے کہ نہیں
667,"السلام علیکم دوستو،
آج دل بہت بھاری ہے… اس لیے آپ سب سے بات شیئر کر رہا ہوں۔
پچھلے صرف 3 مہینوں میں تقریباً 17–18 لاکھ روپے کا نقصان ہو چکا ہے۔ سمجھ نہیں آ رہی کہ کہاں غلطی ہو رہی ہے، جتنا سنبھلنے کی کوشش کرتا ہوں، حالات مزید خراب ہو جاتے ہیں۔
اس سب کی وجہ سے ذہنی دباؤ بھی بہت بڑھ گیا ہے، اور سچ بتاؤں تو اب ہمت بھی کمزور پڑ رہی ہے۔
آپ سب سے دل سے درخواست ہے:
 میرے لیے دعا کریں کہ اللہ پاک میرے حالات بہتر فرمائے، رزق میں برکت دے اور اس نقصان کو پورا کرنے کا راستہ پیدا کرے۔
 اگر کسی کے پاس کوئی سچا اور مخلصانہ مشورہ ہو — خاص طور پر life decisions یا financial معاملات کے بارے میں — تو ضرور رہنمائی کریں۔
اللہ ہم سب کے لیے آسانیاں پیدا فرمائے اور ہر مشکل کو آسانی میں بدل دے۔ آمین 
*میں کم عمری اور لاعلمی کی وجہ سے مشت زنی کی عادت میں مبتلا ہو گیا تھا، جس کی وجہ سے جسمانی طور پر بہت کمزوری محسوس کرتا ہوں۔*
*میرے کندھے جھک گئے ہیں اور ہیئت بہت عجیب سی محسوس ہوتی ہے، جس سے میری خود اعتمادی بری طرح متاثر ہو رہی ہے۔*
*الحمدللہ اب میں نے پختہ ارادے کے ساتھ اس عادت کو چھوڑ دیا ہے اور ایک ہفتے سے اپنے چیلنج پر قائم ہوں۔*
*لیکن اس کے باوجود دل میں بہت پریشانی اور بے چینی ہے کہ کیا مشت زنی سے ہونے والے یہ جسمانی اثرات ٹھیک ہو سکیں گے یا نہیں؟* See less"
668,السلام علیکم میری عمر 26 سال ہے میں نے پچھلے 12 سال سے اس لات میں مطلع ہوں میرا ہر بار چیلنج ٹوٹ جاتا ہے 20 25 دن سے اوپر نہیں جاتا لیکن ایک ہفتہ پہلے نیا چیلنج شروع کیا ہے انشاءاللہ  90 دن کا چیلنج پورا کروں گا سب دوستوں سے دعا کی اپیل ہے میرے لیے دعا کرے صبح کو میں ایکسرسائز بھی کرتا ہوں کیا صبح نہاتے وقت نفس  کے اوپر سرسوں کے تیل کی مالش کرنے سے کوئی نقصان تو نہیں ہوگا
669,"My story.
Mn kuch salo sy ak addiction mn mubtla hun me mashzni nhi krta our na hi porn dekta hun mera msla mera ak close dost hy hum akty kam krty hy our soty be ak sath hy. Mny usky 7sex nhi kia likin sity waqt muny acha feel hota hy or mry katry niklty hy. Kia yah narmal hy?
 mery shadi mn abhi 5mounth hy...
Approval needed."
670,"اسلام وعلیکم میرا چیلنج 60 دن کے بعد ٹوٹا ہے ۔لیکن اس بات پر خوش بھی ہوں کہ میں نے 60 دن اس گناہ سے روکے رکھا بلکہ خود سے ہی لڑتا رہا اس دوران 3 مرتبہ نائٹ فال ہوا ۔میں روزانہ 30 منٹ ورزش بھی کرتا ہو ں اور نماز بھی پڑھتا ہوں۔اس کے علاؤ پیرؤں میں بہت پسینہ آتا ہے 
 یہ دعا کرتا ہوں کہ اللہ مجھ کو اس گناہ سے نجات عطا ایڈمن حضرات اور رہنمائی فرمائیں۔فرمائے۔"
671,اللحمداللہ لائف ٹائم چیلینج انشاءاللہ اللّٰہ پاک سب کو اس  بری عادت سے محفوظ رکھ امین
672,میں نے 50 دن کے چلینج پر پانی پھر لیے ہے سب کچھ بہت اچھا چل رہا تھا لیکن کل رات کنٹرول نہیں  کر سکا میں  میں کسے اپنے 50 دن کی مہنت کسے واپس لایو
673,Salam to all. Alhumdullilah 1 month complete hogya ha challenge ko. 10 din bad meri shadi hai or 2 br ahtlam hua ha. erection or sakhti ma kami feel kr rha hu .plz guide admin
674,"حسد کرنا بند کر دو۔  انسان خوش رہے گا ۔ معدے اور دماغ خوش رہے گا تو ٹائمنگ بھی بہتر رہے گی۔  جنسی قوت بڑھے گی۔  قدرتی چیزیں کھاؤ ۔ 
اگر جنسی قوت اور ٹائمنگ بڑھانی ہے تو پورن دیکھنا اور  سڑک اور باقی جگہوں پر نا محرم عورتوں کو دیکھنا بند کرو۔  روز آٹھ گلاس پانی پیو ۔ 1 گھنٹے تک سیر کرو۔  دماغ کو ڈپریشن سے دور رکھو۔  جتنا ھو سکے خود کو مصروف رکھو۔ مشت زنی نہ کرو ۔  گوشت کھاؤ اور ساتھ ساتھ پھل اور سبزی بھی۔  چینی کھانا بند کرو اور اس کے علاؤہ یہ سوچنا بند کر دو۔  گندی فلم میں دو گھنٹے تک کرتے ہیں۔ میرے سے نہیں ہوتا اتنا۔ See less"
675,"مصروف رہو تاکہ تمہیں اُداس ہونے کا وقت ہی نہ ملے۔
 زندگی میں خود کو مثبت کاموں میں مشغول رکھو، تاکہ ذہن کو بیکار سوچوں سے بچایا جا سکے۔ جو لوگ اپنے وقت کو سیکھنے، خدمت کرنے اور بہتری کی کوششوں میں لگاتے ہیں، اُن کے دل میں غم کے لئے جگہ نہیں بچتی۔ خوشی ہمیشہ اُن کے قدم چومتی ہے جو مصروفیت کو اپنی دعا بنا لیتے ہیں۔
                  ❂▬▬▬๑۩۞۩๑▬▬▬❂ See less"
676,Challenge ko 4 din ho gaye 9 may ko nikah hai انشاء اللّٰہ to kia in 14 15 dino me recovery ho jaye gi  mazeed rehnumai farmaye
677,"Bhai Mera aik sawal ha nofap challenge ka doran nafs par olive oil ki malish kar skta han ma suna ha ki
1 Blood flow Acha hota ha or nafs ki ragin khulti ha 
2 Tera Paan khatam hota ha Timing increase hoti ha or kia nafs ka size increase hota ha Mera pass olive oil para ha Kia es mallish sa challenge toot Jaye giii 
please ruhanmai farami"
678,Assalamualaikum Bhai Jan kia Hal han yar mujhy 3 4 din SA daily ahtlam horha ha kia wja. Ha or Mari kabz b ni jati kbi khul k pakhana ajata ha kbi nhi ata
679,"Admins Bhai mein ne suna shadi k bd pehli hambistri mein timing km hi hoti hai zyada se zyada 2 se 3 mint bs kyun k JB AP shuru mein hi neem hakeem ki dawaon ya timing wali medicine use kro gy to apki hamsafar hr baar phir wohi timing mange gi kyun k wo uski adi ho chuki ho gi?
Is k bare mein btana 
Numan Saeed"
680,Asalam o alaikum yar bhayion Mera challenge phir toot gya Sirf 8 din bad sch kahoon tou me ab mayus ho Chuka hoo jb challenge shooro kia bhot khush tha is baar challenge poora kroonga exercise namaz walk SB kee Jo nofap me zaroori hoti he sb Kuch kr k dekh liya  lekin result zeero hee ha Meri age 27 he lekin kahin kaam ni mil rha me Kuch seekh b ni ska me aik hewan bn gya Hoon zinda lash bn gya he Meri hawas ne Mera bera gharaq kr k rakh diya ha me Rona chaon tou b ni ro skta is adat ki waja se Mera Dil pathar bn gya he muje kabi kbi aisa lgta he jese Mera dimagh kaam ni kr rha me aik wehshi janwar bn gya Hoon or jawani nikkah se control hoti ha wazifon or exercise se nhi AP chahay poora din me sajde pe rho is cheez ko AP hara ni skte me ne hr Tariqa kr k dekh liya ha lekin koi farq nhi ab AP log btayen me kroon toh Kya kroon See less
681,Me male ho or mujhy male ki taraf attraction ziada hy iska kya ilaj hy me kisi doctor k pass nahi jana chahata
682,میں نے 10ما کے چلینج پر پانی پھر لیے دل رو رہا ہے پہلے بھی بہت کی ہے پہلے بھی  اخرت کی نقصان کی ہے اور دنیا کی میں اپنے معاشرے اور گھر والوں کے لیے کچھ بنا چاہتا ہوں میرا جسم اور دماغ پہلے بھی تبا کی ہے اس واجہ سے زندگی میں سکون ختم ہوا ہے کسی چیز میں دلچسپی نہیں ہے
683,السلام وعلیکم ورحمتہ وبرکاتہ میں جب بھی چیلنج شروع کرتا کرتا ہو 4 یہ 5 دن بعد ٹانگوں میں درد ہونا شروع ہوجاتا ہے ایسا کیوں ہوتا ہیں جب چیلنج ٹوٹتا ہے یعنی مشت زنی کرتا ہوں تو درد ختم ہو جاتا ہے ایسا کیوں ہوتا ہے؟
684,Mujy need ni àti na dín kó na rat ko phlà bht àti ha lkn jab latata ho to néed hi ni ati mana soch k shad late sota ho es lya lkn ma 3 4 din ßa 8 bja latata ho pher b need ni àti 8 bjà latata ho to ja k 11 bja àti ha esà koi ha çhalange ka AJ 8 din ha
685,"شیطان کا کام ہے گناہ کرکے ڈٹ جانا 
اور انسان کا کام ہے گناہ کرکے توبہ کرنا 
اگر آپ کا چیلنج ٹوٹ جاتا ہے تو اس کا مطلب یہ نہیں کہ آپ ہار مان لیں اور گناہ پر ڈٹ جائیں 
نہیں بلکہ آپ دوبارہ چیلنج شروع کریں 
ہمت کریں یقین مانے مشت زنی آپ کی زندگی کو تباہی کی طرف لے جائے گی 
آپ کو اسے ہر حال میں چھوڑنا ہوگا 
آپ کو ہمت کرنی ہوگی 
آپ کرسکتے ہیں آپ کو کرنا ہی ہوگا 
یہ اللّٰہ تعالیٰ کی دی ہوئی زندگی ہے 
ہمیں اللّٰہ تعالیٰ کو راضی کرنا ہوگا 
اور شیطان سے بھی اور شیطانی کاموں سے بھی بچنا ہوگا 
اس لئے آج سے ہمت کریں اللّٰہ تعالیٰ ہم سب کی مدد  فرمائے آمین 
 See less"
686,"میں سوچتا تھا پورن اور مشت زنی سے بچنا سب سے مشکل کام ہے پر سہی میں یہ شروع کے کچھ دن تو مشکل تھے پر بہت جلد سب نارمل لگنے لگا اور 75 دن ہو گئے الحمدللہ 
اس سے بھی مشکل نسوار چھوڑنا ہے جو میں ہر وقت رکھتا تھا ، پھینکتا تھا پھر رکھ لیتا تھا ، پر نوفیپ چیلینج نے دماغ کے کام کرنے کے طریقے کا علم دیا ، عادات کو بدلنے کا ہنر دیا جس کی وجہ سے پچھلے تین دن سے میں نے نسوار کی مقدار آدھی کی 
پھر ایک گھنٹے رکھنا اور ایک گھنٹہ اس کے بغیر گزارنے کے پریکٹس کی ایک تین گھنٹے نسوار کے بغیر گزارے
جس سے جسم میں 
بے چینی ، 
سر بھاری یا ہلکا درد
زیادہ نیند یا تھکن
چڑچڑاپن یا موڈ بدلنا
منہ میں نسوار کی craving
توجہ کم لگنا
دل کی دھڑکن یا گھبراہٹ کا احساس
بھوک بڑھ جانا
جسم میں عجیب سنسناہٹ یا tension
یہ سب کیفیات نسوار نہ رکھنے کے ایک گھنٹے میں ہوتی ہیں پر اب اس ہفتے میں اس کو کم ترین سطح پر لاؤں گا اور اگلے ہفتے بالکل چھوڑ دوں گا انشاللہ
اور جو تبدیلی محسوس کروں گا یہاں لکھنے کی کوشش کروں گا 
دعاؤں میں یاد رکھنا بھائیو See less"
687,اگر جنسی قوت اور ٹائمنگ بڑھانی ہے تو پورن دیکھنا اور  سڑک اور باقی جگہوں پر نا محرم عورتوں کو دیکھنا بند کرو۔  روز آٹھ گلاس پانی پیو ۔ 1 گھنٹے تک سیر کرو۔  دماغ کو ڈپریشن سے دور رکھو۔  جتنا ھو سکے خود کو مصروف رکھو۔ مشت زنی نہ کرو ۔  گوشت کھاؤ اور ساتھ ساتھ پھل اور سبزی بھی۔  چینی کھانا بند کرو اور اس کے علاؤہ یہ سوچنا بند کر دو۔  گندی فلم میں دو گھنٹے تک کرتے ہیں۔ میرے سے نہیں ہوتا اتنا۔
